Subject	Sex	Trial	TrialType	Item	Phonology	Novelty	UttCode	Experiment
618	M	25	filler	cheats	non-A	real	RC	3
618	M	26	critical	afraz	A	novel	A	3
618	M	27	filler	fast	non-A	real	A	3
618	M	28	critical	afloat	A	real	RC	3
618	M	29	filler	young	non-A	real	A	3
618	M	30	critical	gecky	non-A	novel	A	3
618	M	31	filler	bad	non-A	real	A	3
618	M	32	critical	frightened	non-A	real	A	3
618	M	33	filler	golfs	non-A	real	RC	3
618	M	34	critical	flitzy	non-A	novel	A	3
618	M	35	filler	bites	non-A	real	RC	3
618	M	36	critical	sleepy	non-A	real	A	3
618	M	37	filler	old	non-A	real	A	3
618	M	38	critical	ablim	A	novel	A	3
618	M	39	filler	snowboards	non-A	real	RC	3
618	M	40	critical	slooky	non-A	novel	A	3
618	M	41	filler	gambles	non-A	real	RC	3
618	M	42	critical	agask	A	novel	A	3
618	M	43	filler	strong	non-A	real	A	3
618	M	44	critical	floating	non-A	real	A	3
619	F	13	filler	lies	non-A	real	RC	3
619	F	14	critical	adax	A	novel	A	3
619	F	15	filler	golfs	non-A	real	RC	3
619	F	16	critical	ablim	A	novel	A	3
619	F	17	filler	votes	non-A	real	RC	3
619	F	18	critical	chammy	non-A	novel	A	3
619	F	19	filler	bad	non-A	real	A	3
619	F	20	critical	living	non-A	real	A	3
619	F	21	filler	smokes	non-A	real	RC	3
619	F	22	critical	gecky	non-A	novel	A	3
619	F	23	filler	good	non-A	real	A	3
619	F	24	critical	alive	A	real	A	3
619	F	25	filler	old	non-A	real	A	3
619	F	26	critical	flitzy	non-A	novel	A	3
619	F	27	filler	young	non-A	real	A	3
619	F	28	critical	asleep	A	real	RC	3
619	F	29	filler	snowboards	non-A	real	RC	3
619	F	30	critical	floating	non-A	real	A	3
619	F	31	filler	fast	non-A	real	A	3
619	F	32	critical	slooky	non-A	novel	A	3
619	F	33	filler	gambles	non-A	real	RC	3
619	F	34	critical	afloat	A	real	RC	3
619	F	35	filler	slow	non-A	real	A	3
619	F	36	critical	sleepy	non-A	real	A	3
619	F	37	filler	weak	non-A	real	A	3
619	F	38	critical	afraz	A	novel	A	3
619	F	39	filler	bites	non-A	real	RC	3
619	F	40	critical	afraid	A	real	RC	3
619	F	41	filler	strong	non-A	real	A	3
619	F	42	critical	agask	A	novel	A	3
619	F	43	filler	cheats	non-A	real	RC	3
619	F	44	critical	frightened	non-A	real	A	3
620	M	13	filler	bites	non-A	real	RC	3
620	M	14	critical	sleepy	non-A	real	A	3
620	M	15	filler	fast	non-A	real	A	3
620	M	16	critical	ablim	A	novel	A	3
620	M	17	filler	smokes	non-A	real	RC	3
620	M	18	critical	slooky	non-A	novel	A	3
620	M	19	filler	young	non-A	real	A	3
620	M	20	critical	adax	A	novel	A	3
620	M	21	filler	slow	non-A	real	A	3
620	M	22	critical	floating	non-A	real	A	3
620	M	23	filler	snowboards	non-A	real	RC	3
620	M	24	critical	living	non-A	real	A	3
620	M	25	filler	votes	non-A	real	RC	3
620	M	26	critical	asleep	A	real	RC	3
620	M	27	filler	lies	non-A	real	RC	3
620	M	28	critical	flitzy	non-A	novel	A	3
620	M	29	filler	bad	non-A	real	A	3
620	M	30	critical	afraid	A	real	RC	3
620	M	31	filler	cheats	non-A	real	RC	3
620	M	32	critical	agask	A	novel	A	3
620	M	33	filler	old	non-A	real	A	3
620	M	34	critical	frightened	non-A	real	A	3
620	M	35	filler	strong	non-A	real	A	3
620	M	36	critical	gecky	non-A	novel	A	3
620	M	37	filler	gambles	non-A	real	RC	3
620	M	38	critical	alive	A	real	RC	3
620	M	39	filler	weak	non-A	real	A	3
620	M	40	critical	afloat	A	real	RC	3
620	M	41	filler	golfs	non-A	real	RC	3
620	M	42	critical	afraz	A	novel	A	3
620	M	43	filler	good	non-A	real	A	3
620	M	44	critical	chammy	non-A	novel	A	3
621	F	13	filler	votes	non-A	real	RC	3
621	F	14	critical	alive	A	real	RC	3
621	F	15	filler	good	non-A	real	A	3
621	F	16	critical	afraid	A	real	RC	3
621	F	17	filler	lies	non-A	real	RC	3
621	F	18	critical	living	non-A	real	A	3
621	F	19	filler	weak	non-A	real	A	3
621	F	20	critical	adax	A	novel	A	3
621	F	21	filler	slow	non-A	real	A	3
621	F	22	critical	chammy	non-A	novel	A	3
621	F	23	filler	smokes	non-A	real	RC	3
621	F	24	critical	asleep	A	real	RC	3
621	F	25	filler	cheats	non-A	real	RC	3
621	F	26	critical	afraz	A	novel	A	3
621	F	27	filler	fast	non-A	real	A	3
621	F	28	critical	afloat	A	real	RC	3
621	F	29	filler	young	non-A	real	A	3
621	F	30	critical	gecky	non-A	novel	A	3
621	F	31	filler	bad	non-A	real	A	3
621	F	32	critical	frightened	non-A	real	A	3
621	F	33	filler	golfs	non-A	real	RC	3
621	F	34	critical	flitzy	non-A	novel	A	3
621	F	35	filler	bites	non-A	real	RC	3
621	F	36	critical	sleepy	non-A	real	A	3
621	F	37	filler	old	non-A	real	A	3
621	F	38	critical	ablim	A	novel	A	3
621	F	39	filler	snowboards	non-A	real	RC	3
621	F	40	critical	slooky	non-A	novel	A	3
621	F	41	filler	gambles	non-A	real	RC	3
621	F	42	critical	agask	A	novel	A	3
621	F	43	filler	strong	non-A	real	A	3
621	F	44	critical	floating	non-A	real	A	3
